Accession ID,HA Segment ID,Virus name,Collection date,Location,Passage history,Originating lab,Originating sample ID,Submitting lab,Submitting sample ID,Submitter,Authors,Publication,Submission date,Update date,Representative accession
EPI_ISL_18133416,EPI2712225|A/Blue-winged Teal/South Carolina/USDA-000345-003/2021_HA,A/Blue-winged Teal/South Carolina/USDA-000345-003/2021,12/30/21,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.",,8/24/23,,EPI_ISL_18133029
EPI_ISL_18133063,EPI2709406|A/American Wigeon/North Carolina/USDA-001330-028/2022_HA,A/American Wigeon/North Carolina/USDA-001330-028/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133059,EPI2709375|A/American Wigeon/North Carolina/USDA-001330-029/2022_HA,A/American Wigeon/North Carolina/USDA-001330-029/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133051,EPI2709312|A/American Wigeon/North Carolina/USDA-001330-031/2022_HA,A/American Wigeon/North Carolina/USDA-001330-031/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133047,EPI2709281|A/American Wigeon/North Carolina/USDA-001672-001/2022_HA,A/American Wigeon/North Carolina/USDA-001672-001/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133039,EPI2709218|A/American Wigeon/North Carolina/USDA-001672-009/2022_HA,A/American Wigeon/North Carolina/USDA-001672-009/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133204,EPI2710540|A/Mallard/North Carolina/USDA-001330-003/2022_HA,A/Mallard/North Carolina/USDA-001330-003/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133464,EPI2712610|A/Gadwall/North Carolina/USDA-001330-004/2022_HA,A/Gadwall/North Carolina/USDA-001330-004/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133461,EPI2712586|A/Gadwall/North Carolina/USDA-001330-010/2022_HA,A/Gadwall/North Carolina/USDA-001330-010/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133127,EPI2709921|A/American Wigeon/North Carolina/USDA-001330-011/2022_HA,A/American Wigeon/North Carolina/USDA-001330-011/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133121,EPI2709873|A/American Wigeon/North Carolina/USDA-001330-015/2022_HA,A/American Wigeon/North Carolina/USDA-001330-015/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133117,EPI2709842|A/American Wigeon/North Carolina/USDA-001330-017/2022_HA,A/American Wigeon/North Carolina/USDA-001330-017/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133111,EPI2709789|A/American Wigeon/North Carolina/USDA-001330-027/2022_HA,A/American Wigeon/North Carolina/USDA-001330-027/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133024,EPI2709101|A/American Wigeon/North Carolina/USDA-001330-023/2022_HA,A/American Wigeon/North Carolina/USDA-001330-023/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133021,EPI2709077|A/American Wigeon/North Carolina/USDA-001330-024/2022_HA,A/American Wigeon/North Carolina/USDA-001330-024/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133055,EPI2709343|A/American Wigeon/North Carolina/USDA-001330-030/2022_HA,A/American Wigeon/North Carolina/USDA-001330-030/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_19490480
EPI_ISL_18133017,EPI2709046|A/American Wigeon/North Carolina/USDA-001330-025/2022_HA,A/American Wigeon/North Carolina/USDA-001330-025/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133441
EPI_ISL_18133043,EPI2709250|A/American Wigeon/North Carolina/USDA-001672-005/2022_HA,A/American Wigeon/North Carolina/USDA-001672-005/2022,1/8/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_19604321
EPI_ISL_19797443,EPI4164301|A/chicken/Colorado/2-3-4-4b/2022_HA,A/chicken/Colorado/2-3-4-4b/2022,2022-01,North America / United States / Colorado / Larimer,Original,Colorado State University,,,,,"Marano,J.M., Bosco-Lauth,A.M., Root,J., Porter,S.M., Lenoch,J.B. and Ellis,J.W.",,3/25/25,,EPI_ISL_15078247
EPI_ISL_18133445,EPI2712460|A/Gadwall/North Carolina/USDA-001996-001/2022_HA,A/Gadwall/North Carolina/USDA-001996-001/2022,1/15/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18133473,EPI2712682|A/Gadwall/North Carolina/USDA-002491-002/2022_HA,A/Gadwall/North Carolina/USDA-002491-002/2022,1/15/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133441
EPI_ISL_18133334,EPI2711571|A/Green-winged Teal/Virginia/USDA-002768-003/2022_HA,A/Green-winged Teal/Virginia/USDA-002768-003/2022,1/19/22,North America / United States / Virginia,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133334
EPI_ISL_18132220,EPI2702671|A/Snow Goose/North Carolina/USDA-003496-007/2022_HA,A/Snow Goose/North Carolina/USDA-003496-007/2022,1/21/22,North America / United States / North Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078253
